,Park_Name,Park_Code,state,Lat,Long,designation,activities,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
427,Tuzigoot National Monument,tuzi,AZ,34.77296377,-112.0279069,National Monument,"['Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Guided Tours,Self-Guided Tours - Walking,Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Ulysses S Grant National Historic Site,ulsg,MO,38.55182374,-90.35169255,National Historic Site,"['Biking', 'Compass and GPS', 'Geocaching', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Biking,Compass and GPS,Geocaching,Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Upper Delaware Scenic & Recreational River,upde,"NY,PA",41.66172578,-75.03861562,Scenic & Recreational River,"['Boating', 'Fishing', 'Paddling', 'Junior Ranger Program', 'Museum Exhibits']",Boating,Fishing,Paddling,Junior Ranger Program,Museum Exhibits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Valles Caldera National Preserve,vall,NM,35.91682872,-106.5195724,National Preserve,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",Auto and ATV,Scenic Driving,Astronomy,Stargazing,Biking,Mountain Biking,Road Biking,Fishing,Freshwater Fishing,Fly Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Backcountry Hiking,Front-Country Hiking,Off-Trail Permitted Hiking,Horse Trekking,Horseback Riding,Hunting and Gathering,Hunting,Junior Ranger Program,Skiing,Cross-Country Skiing,Snowshoeing,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs,,,,,,,,,,,,,,,,,,,,,,,,
431,Valley Forge National Historical Park,vafo,PA,40.10054985,-75.44581889,National Historical Park,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Auto and ATV,Scenic Driving,Biking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Horse Trekking,Living History,Historic Weapons Demonstration,First Person Interpretation,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Vanderbilt Mansion National Historic Site,vama,NY,41.79697937,-73.94205557,National Historic Site,"['Arts and Culture', 'Compass and GPS', 'Geocaching', 'Guided Tours', 'Hands-On', 'Citizen Science', 'Hiking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",Arts and Culture,Compass and GPS,Geocaching,Guided Tours,Hands-On,Citizen Science,Hiking,Junior Ranger Program,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Vicksburg National Military Park,vick,"MS,LA",32.3621286,-90.85030186,National Military Park,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Auto and ATV,Scenic Driving,Biking,Road Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Living History,Historic Weapons Demonstration,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,Vietnam Veterans Memorial,vive,DC,38.89096297,-77.04765735,Memorial,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Virgin Islands Coral Reef National Monument,vicr,VI,18.28996918,-64.70683395,National Monument,"['Boating', 'Motorized Boating', 'Sailing', 'Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Paddling', 'Kayaking', 'Stand Up Paddleboarding', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching']",Boating,Motorized Boating,Sailing,Fishing,Fly Fishing,Saltwater Fishing,Paddling,Kayaking,Stand Up Paddleboarding,SCUBA Diving,Snorkeling,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Virgin Islands National Park,viis,VI,18.34279656,-64.74194451,National Park,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Boating', 'Motorized Boating', 'Sailing', 'Camping', 'Car or Front Country Camping', 'Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Paddling', 'Kayaking', 'Stand Up Paddleboarding', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",Arts and Culture,Craft Demonstrations,Cultural Demonstrations,Astronomy,Stargazing,Boating,Motorized Boating,Sailing,Camping,Car or Front Country Camping,Fishing,Fly Fishing,Saltwater Fishing,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Backcountry Hiking,Front-Country Hiking,Paddling,Kayaking,Stand Up Paddleboarding,SCUBA Diving,Snorkeling,Swimming,Saltwater Swimming,Wildlife Watching,Birdwatching,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,
437,Voyageurs National Park,voya,MN,48.48370609,-92.8382913,National Park,"['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Tubing', 'Snow Tubing', 'Skiing', 'Cross-Country Skiing', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",Arts and Culture,Cultural Demonstrations,Astronomy,Stargazing,Biking,Boating,Motorized Boating,Sailing,Boat Tour,Camping,Backcountry Camping,Canoe or Kayak Camping,Group Camping,RV Camping,Fishing,Freshwater Fishing,Food,Dining,Picnicking,Guided Tours,Self-Guided Tours - Walking,Boat Tour,Hiking,Backcountry Hiking,Front-Country Hiking,Living History,Reenactments,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Junior Ranger Program,Tubing,Snow Tubing,Skiing,Cross-Country Skiing,Snowmobiling,Snowshoeing,Swimming,Freshwater Swimming,Water Skiing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs,,,,,,,,
438,Waco Mammoth National Monument,waco,TX,31.60465887,-97.17606143,National Monument,"['Guided Tours', 'Hands-On']",Guided Tours,Hands-On,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Walnut Canyon National Monument,waca,AZ,35.16822994,-111.5024239,National Monument,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store']",Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Park Film,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,War In The Pacific National Historical Park,wapa,GU,13.43795691,144.6922461,National Historical Park,"['Astronomy', 'Snorkeling', 'Museum Exhibits']",Astronomy,Snorkeling,Museum Exhibits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Washington Monument,wamo,DC,38.88948,-77.035207,,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,Washington-Rochambeau Revolutionary Route National Historic Trail,waro,"MA,RI,CT,NY,NJ,PA,DE,MD,VA,DC",40.0958204556845,-74.8563515108944,National Historic Trail,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,Washita Battlefield National Historic Site,waba,OK,35.62083963,-99.70445143,National Historic Site,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Hiking', 'Front-Country Hiking', 'Living History', 'Reenactments', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Arts and Culture,Guided Tours,Self-Guided Tours - Walking,Hands-On,Citizen Science,Hiking,Front-Country Hiking,Living History,Reenactments,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Weir Farm National Historical Park,wefa,CT,41.25886268,-73.45452542,National Historical Park,"['Arts and Culture', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Arts and Culture,Guided Tours,Self-Guided Tours - Walking,Hands-On,Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Whiskeytown National Recreation Area,whis,CA,40.61359941,-122.6022657,National Recreation Area,"['Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Living History', 'First Person Interpretation', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'SCUBA Diving', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Astronomy,Stargazing,Biking,Mountain Biking,Road Biking,Boating,Motorized Boating,Sailing,Camping,Backcountry Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Group Camping,RV Camping,Fishing,Freshwater Fishing,Fly Fishing,Food,Picnicking,Guided Tours,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Horse Camping (see also camping),Horseback Riding,Hunting and Gathering,Hunting,Living History,First Person Interpretation,Paddling,Canoeing,Kayaking,Stand Up Paddleboarding,Junior Ranger Program,SCUBA Diving,Swimming,Freshwater Swimming,Water Skiing,Wildlife Watching,Birdwatching,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,
446,White Sands National Park,whsa,NM,32.77907858,-106.3333461,National Park,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Junior Ranger Program']",Auto and ATV,Scenic Driving,Biking,Road Biking,Camping,Backcountry Camping,Food,Picnicking,Guided Tours,Hiking,Junior Ranger Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Whitman Mission National Historic Site,whmi,WA,46.04119286,-118.4629388,National Historic Site,"['Arts and Culture', 'Cultural Demonstrations', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Arts and Culture,Cultural Demonstrations,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,William Howard Taft National Historic Site,wiho,OH,39.11970352,-84.50758951,National Historic Site,"['Food', 'Dining', 'Guided Tours', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store']",Food,Dining,Guided Tours,Junior Ranger Program,Park Film,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,Wilson's Creek National Battlefield,wicr,MO,37.1000127,-93.40986704,National Battlefield,"['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",Arts and Culture,Cultural Demonstrations,Live Music,Auto and ATV,Scenic Driving,Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Living History,Historic Weapons Demonstration,First Person Interpretation,Junior Ranger Program,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Wind Cave National Park,wica,SD,43.58012365,-103.4394709,National Park,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Caving', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Auto and ATV,Scenic Driving,Biking,Road Biking,Camping,Backcountry Camping,Car or Front Country Camping,Group Camping,RV Camping,Caving,Food,Picnicking,Guided Tours,Self-Guided Tours - Auto,Hiking,Horse Trekking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Wing Luke Museum Affiliated Area,wing,WA,47.59820859,-122.3228912,Affiliated Area,"['Guided Tours', 'Self-Guided Tours - Walking', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",Guided Tours,Self-Guided Tours - Walking,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Wolf Trap National Park for the Performing Arts,wotr,VA,38.93854526,-77.265089,,"['Arts and Culture', 'Live Music', 'Theater', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Junior Ranger Program']",Arts and Culture,Live Music,Theater,Food,Picnicking,Guided Tours,Hiking,Junior Ranger Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Women's Rights National Historical Park,wori,NY,42.90817073,-76.81655558,National Historical Park,"['Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",Guided Tours,Junior Ranger Program,Park Film,Museum Exhibits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,World War I Memorial,wwim,DC,38.8959,-77.0329,,"['Guided Tours', 'Self-Guided Tours - Walking']",Guided Tours,Self-Guided Tours - Walking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,World War II Memorial,wwii,DC,38.88923917,-77.0403759,,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",Guided Tours,Self-Guided Tours - Walking,Junior Ranger Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Wrangell - St Elias National Park & Preserve,wrst,AK,61.4182147,-142.6028439,National Park & Preserve,"['Arts and Culture', 'Auto and ATV', 'ATV Off-Roading', 'Auto Off-Roading', 'Scenic Driving', 'Biking', 'Mountain Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Canyoneering', 'Climbing', 'Mountain Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Saltwater Fishing', 'Food', 'Dining', 'Picnicking', 'Flying', 'Fixed Wing Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Hunting', 'Paddling', 'Whitewater Rafting', 'Junior Ranger Program', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Arts and Culture,Auto and ATV,ATV Off-Roading,Auto Off-Roading,Scenic Driving,Biking,Mountain Biking,Boating,Camping,Backcountry Camping,Canoe or Kayak Camping,Car or Front Country Camping,Group Camping,RV Camping,Canyoneering,Climbing,Mountain Climbing,Fishing,Freshwater Fishing,Fly Fishing,Saltwater Fishing,Food,Dining,Picnicking,Flying,Fixed Wing Flying,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Hiking,Backcountry Hiking,Front-Country Hiking,Hunting and Gathering,Gathering and Foraging,Hunting,Paddling,Whitewater Rafting,Junior Ranger Program,Snowmobiling,Snowshoeing,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,
457,Wright Brothers National Memorial,wrbr,NC,36.01637713,-75.66997163,National Memorial,"['Flying', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Flying,Junior Ranger Program,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,Wupatki National Monument,wupa,AZ,35.55741077,-111.3957216,National Monument,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",Auto and ATV,Scenic Driving,Biking,Road Biking,Food,Picnicking,Guided Tours,Self-Guided Tours - Walking,Hands-On,Citizen Science,Hiking,Backcountry Hiking,Front-Country Hiking,Junior Ranger Program,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Yellowstone National Park,yell,"ID,MT,WY",44.59824417,-110.5471695,National Park,"['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Arts and Crafts', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",Arts and Culture,Auto and ATV,Scenic Driving,Astronomy,Biking,Mountain Biking,Road Biking,Boating,Boat Tour,Camping,Backcountry Camping,Canoe or Kayak Camping,Car or Front Country Camping,Horse Camping (see also Horse/Stock Use),Group Camping,RV Camping,Fishing,Freshwater Fishing,Fly Fishing,Food,Dining,Picnicking,Guided Tours,Self-Guided Tours - Walking,Self-Guided Tours - Auto,Bus/Shuttle Guided Tour,Boat Tour,Hands-On,Arts and Crafts,Volunteer Vacation,Hiking,Backcountry Hiking,Front-Country Hiking,Horse Trekking,Horseback Riding,Paddling,Canoeing,Canoe or Kayak Camping,Kayaking,Junior Ranger Program,Skiing,Cross-Country Skiing,Snow Play,Snowmobiling,Snowshoeing,Swimming,Wildlife Watching,Birdwatching,Park Film,Museum Exhibits,Shopping,Bookstore and Park Store,Gift Shop and Souvenirs,,,
